particle_id,particle_type,process,vx,vy,vz,vt,px,py,pz,m,q
49,-13,0,-414.7105565317,176.2625934994,6715.9994174829,6715.9994174829,-0.2757982354,0.2118456584,240.978774663,0.105658,1
50,32,0,-241.5423172491,523.4704650662,1442.9334923302,1442.9334923302,-0.1103683746,0.2391903209,214.7579631137,0.3548,0
50,13,0,-241.5423172491,523.4704650662,1442.9334923302,1442.9334923302,-0.1971377975,0.1005195172,129.5972389433,0.105658,-1
50,-13,0,-241.5423172491,523.4704650662,1442.9334923302,1442.9334923302,0.0867694229,0.1386708037,85.1607241722,0.105658,1
51,32,0,-357.7342676942,173.0582594526,5254.0708890027,5254.0708890027,-0.831992486,0.4024863831,1093.0920063354,0.3548,0
51,13,0,-357.7342676942,173.0582594526,5254.0708890027,5254.0708890027,-0.2226725344,0.2484897415,427.0044454315,0.1056579996,-1
51,-13,0,-357.7342676942,173.0582594526,5254.0708890027,5254.0708890027,-0.6093199515,0.1539966415,666.0875607867,0.1056579991,1
52,32,0,-260.7654093819,530.4090295038,9141.1993808786,9141.1993808786,-0.2380439802,0.4841925807,429.0472074996,0.3547999999,0
52,13,0,-260.7654093819,530.4090295038,9141.1993808786,9141.1993808786,-0.2522782993,0.3650613412,251.2588273081,0.105658,-1
52,-13,0,-260.7654093819,530.4090295038,9141.1993808786,9141.1993808786,0.0142343191,0.1191312395,177.788380179,0.105658,1
53,32,0,-187.3586769482,385.2617523812,9753.501269243,9753.501269243,-0.0947263707,0.1947838668,237.6265404219,0.3548,0
53,13,0,-187.3586769482,385.2617523812,9753.501269243,9753.501269243,0.0927032718,0.0901872786,73.8364044244,0.105658,-1
53,-13,0,-187.3586769482,385.2617523812,9753.501269243,9753.501269243,-0.1874296425,0.1045965882,163.7901359889,0.105658,1
54,32,0,-392.910452615,455.2278431268,17592.1249058035,17592.1249058035,-0.7053292141,0.8171976456,843.7157332058,0.3548,0
54,13,0,-392.910452615,455.2278431268,17592.1249058035,17592.1249058035,-0.1788163247,0.1343161558,128.9364150584,0.105658,-1
54,-13,0,-392.910452615,455.2278431268,17592.1249058035,17592.1249058035,-0.5265128893,0.6828814898,714.7793180482,0.1056580002,1
55,32,0,-379.8205696459,519.7548914458,13361.7455661954,13361.7455661954,-0.4300746354,0.5885236696,532.1857076214,0.3547999999,0
55,13,0,-379.8205696459,519.7548914458,13361.7455661954,13361.7455661954,-0.2370713513,0.3969085821,407.5616205356,0.1056580002,-1
55,-13,0,-379.8205696459,519.7548914458,13361.7455661954,13361.7455661954,-0.193003284,0.1916150875,124.62408705,0.105658,1
56,32,0,-187.3586769482,385.2617523812,14891.261863235,14891.261863235,-0.0947263707,0.1947838668,237.6265404219,0.3548,0
56,13,0,-187.3586769482,385.2617523812,14891.261863235,14891.261863235,0.0210169581,-0.0470066332,94.8659370792,0.105658,-1
56,-13,0,-187.3586769482,385.2617523812,14891.261863235,14891.261863235,-0.1157433287,0.2417905,142.7606033342,0.105658,1
57,32,0,-94.8435622745,272.7981536905,2993.5714869669,2993.5714869669,-0.0669412641,0.1925428866,331.7293592227,0.3548,0
57,13,0,-94.8435622745,272.7981536905,2993.5714869669,2993.5714869669,-0.1719128586,0.1045251853,153.2022996862,0.105658,-1
57,-13,0,-94.8435622745,272.7981536905,2993.5714869669,2993.5714869669,0.1049715944,0.0880177013,178.5270595295,0.105658,1
58,32,0,-283.9818322738,307.7088958334,5900.6969777034,5900.6969777034,-0.1527451645,0.1655072281,252.7986622353,0.3548,0
58,13,0,-283.9818322738,307.7088958334,5900.6969777034,5900.6969777034,-0.0345108566,-0.0426082105,37.1794965047,0.105658,-1
58,-13,0,-283.9818322738,307.7088958334,5900.6969777034,5900.6969777034,-0.1182343078,0.2081154386,215.6191657329,0.105658,1
59,32,0,-279.216729457,396.9129717733,5314.3492193889,5314.3492193889,-0.8763291961,1.2457220101,1475.107608945,0.3548000013,0
59,13,0,-279.216729457,396.9129717733,5314.3492193889,5314.3492193889,-0.722146138,1.0864125389,1295.3859221433,0.1056580016,-1
59,-13,0,-279.216729457,396.9129717733,5314.3492193889,5314.3492193889,-0.1541830592,0.1593094728,179.7216887345,0.105658,1
60,32,0,-392.910452615,455.2278431268,60.9746632921,60.9746632921,-0.7053292141,0.8171976456,843.7157332058,0.3548,0
60,13,0,-392.910452615,455.2278431268,60.9746632921,60.9746632921,-0.5672752891,0.5015058843,514.6706775777,0.1056580007,-1
60,-13,0,-392.910452615,455.2278431268,60.9746632921,60.9746632921,-0.1380539249,0.3156917612,329.0450555289,0.105658,1
61,32,0,-260.7654093819,530.4090295038,7767.2108992409,7767.2108992409,-0.2380439802,0.4841925807,429.0472074996,0.3547999999,0
61,13,0,-260.7654093819,530.4090295038,7767.2108992409,7767.2108992409,-0.0205106065,0.3404577112,207.3314983738,0.105658,-1
61,-13,0,-260.7654093819,530.4090295038,7767.2108992409,7767.2108992409,-0.2175333737,0.1437348695,221.7157091133,0.105658,1
62,32,0,-187.3586769482,385.2617523812,1087.4083243186,1087.4083243186,-0.0947263707,0.1947838668,237.6265404219,0.3548,0
62,13,0,-187.3586769482,385.2617523812,1087.4083243186,1087.4083243186,-0.0713262863,0.139120381,211.1108814903,0.105658,-1
