particle_id,particle_type,process,vx,vy,vz,vt,px,py,pz,m,q
732,13,0,-381.7373102293,328.3124887809,326800.6788208275,326800.6788208275,0.0371216506,0.1407686427,55.4424939704,0.105658,-1
732,-13,0,-381.7373102293,328.3124887809,326800.6788208275,326800.6788208275,-0.1055484163,-0.0819183256,28.8054404909,0.105658,1
733,32,0,-381.7373102293,328.3124887809,616126.5479617208,616126.5479617208,-0.0684267657,0.0588503171,84.2479344614,0.3548,0
733,13,0,-381.7373102293,328.3124887809,616126.5479617208,616126.5479617208,-0.1255973624,0.1217656436,34.1217517536,0.105658,-1
733,-13,0,-381.7373102293,328.3124887809,616126.5479617208,616126.5479617208,0.0571705967,-0.0629153265,50.1261827077,0.105658,1
734,32,0,-233.7667199224,235.8180283115,694747.9731251578,694747.9731251578,-0.205707887,0.2075129785,413.5862748915,0.3548,0
734,13,0,-233.7667199224,235.8180283115,694747.9731251578,694747.9731251578,-0.1736235595,-0.0099331107,236.3780913025,0.105658,-1
734,-13,0,-233.7667199224,235.8180283115,694747.9731251578,694747.9731251578,-0.0320843275,0.2174460892,177.2081836382,0.105658,1
735,32,0,-238.7226573392,518.5846362416,273182.0522197391,273182.0522197391,-0.1247568769,0.271013235,245.6228194287,0.3548,0
735,13,0,-238.7226573392,518.5846362416,273182.0522197391,273182.0522197391,0.0500072792,0.2108121135,154.9399561275,0.105658,-1
735,-13,0,-238.7226573392,518.5846362416,273182.0522197391,273182.0522197391,-0.1747641561,0.0602011215,90.6828633018,0.105658,1
736,32,0,-169.0283086636,193.8292374282,566116.4678366702,566116.4678366702,-0.1116411294,0.1280218393,310.4292483712,0.3548,0
736,13,0,-169.0283086636,193.8292374282,566116.4678366702,566116.4678366702,-0.1873938236,0.1281111633,163.5106826115,0.105658,-1
736,-13,0,-169.0283086636,193.8292374282,566116.4678366702,566116.4678366702,0.0757526942,-8.93239e-05,146.9185657711,0.1056580001,1
737,32,0,-381.7373102293,328.3124887809,867821.396921969,867821.396921969,-0.0684267657,0.0588503171,84.2479344614,0.3548,0
737,13,0,-381.7373102293,328.3124887809,867821.396921969,867821.396921969,0.0840128079,-0.0336713243,48.0995161076,0.105658,-1
737,-13,0,-381.7373102293,328.3124887809,867821.396921969,867821.396921969,-0.1524395736,0.0925216414,36.1484183537,0.105658,1
738,32,0,-243.9226226005,519.75045253,745765.9043422048,745765.9043422048,-0.0753671589,0.1605923817,145.2204977292,0.3548,0
738,13,0,-243.9226226005,519.75045253,745765.9043422048,745765.9043422048,-0.1038521772,0.188033828,61.5210518439,0.105658,-1
738,-13,0,-243.9226226005,519.75045253,745765.9043422048,745765.9043422048,0.0284850183,-0.0274414462,83.6994458852,0.105658,1
739,32,0,-233.6060170724,303.7214314799,428170.6752175841,428170.6752175841,-0.1259790491,0.1637908886,253.4615923871,0.3548,0
739,13,0,-233.6060170724,303.7214314799,428170.6752175841,428170.6752175841,0.0764621347,0.0959017117,75.8295510566,0.105658,-1
739,-13,0,-233.6060170724,303.7214314799,428170.6752175841,428170.6752175841,-0.2024411838,0.067889177,177.6320413338,0.105658,1
740,32,0,-381.7373102293,328.3124887809,600167.237509541,600167.237509541,-0.0684267657,0.0588503171,84.2479344614,0.3548,0
740,13,0,-381.7373102293,328.3124887809,600167.237509541,600167.237509541,0.0704737622,-0.0461299072,50.5100017109,0.105658,-1
740,-13,0,-381.7373102293,328.3124887809,600167.237509541,600167.237509541,-0.138900528,0.1049802243,33.7379327504,0.105658,1
741,32,0,-187.4614935721,204.8922935175,45128.9560684649,45128.9560684649,-0.1987242292,0.2172022762,498.2377231247,0.3547999999,0
741,13,0,-187.4614935721,204.8922935175,45128.9560684649,45128.9560684649,-0.1191249655,-0.041029067,222.1181391502,0.105658,-1
741,-13,0,-187.4614935721,204.8922935175,45128.9560684649,45128.9560684649,-0.0795992637,0.2582313432,276.1195839427,0.105658,1
742,32,0,-167.2680530957,288.3032450721,702221.9385455174,702221.9385455174,-0.577687228,0.9957018056,1623.2208849943,0.3547999994,0
